vehicle_id,zone_id,t0_image,t1_image,t0_orig_x1,t0_orig_y1,t0_orig_x2,t0_orig_y2,t0_orig_w,t0_orig_h,t1_orig_x1,t1_orig_y1,t1_orig_x2,t1_orig_y2,t1_orig_w,t1_orig_h,move_dist,diag0,diag1,diag_ratio,delta_min,move_ratio,stop,bbox_x1_640,bbox_y1_640,bbox_x2_640,bbox_y2_640,image_path,stop_bool,ok_all
541,b,0009_top_20250707_t0,0009_top_20250707_t1,290.0,444.0,328.0,573.0,38.0,129.0,260.0,436.0,299.0,548.0,39,112,7.211,126.194,133.225,1.056,6,0.057,Yes,260.0,436.0,299.0,548.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
542,b,0009_top_20250707_t0,0009_top_20250707_t1,405.0,434.0,445.0,562.0,40.0,128.0,364.0,415.0,406.0,522.0,42,107,9.014,124.535,132.008,1.06,6,0.072,Yes,364.0,415.0,406.0,522.0,D:\projects\illegal_parking_project\data\images\0009_top_20250707_t1.png,True,True
543,b,0009_top_20250709_t0,0009_top_20250709_t1,446.0,0.0,500.0,116.0,54.0,116.0,463.0,85.0,497.0,216.0,34,131,2.062,82.976,72.471,0.873,7,0.025,Yes,463.0,85.0,497.0,216.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
544,b,0009_top_20250709_t0,0009_top_20250709_t1,268.0,108.0,304.0,233.0,36.0,125.0,283.0,100.0,311.0,209.0,28,109,5.701,69.836,60.374,0.865,7,0.082,Yes,283.0,100.0,311.0,209.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
545,b,0009_top_20250709_t0,0009_top_20250709_t1,311.0,78.0,346.0,213.0,35.0,135.0,323.0,95.0,352.0,217.0,29,122,6.5,74.706,66.212,0.886,7,0.087,Yes,323.0,95.0,352.0,217.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
546,b,0009_top_20250709_t0,0009_top_20250709_t1,514.0,0.0,557.0,104.0,43.0,104.0,512.0,115.0,544.0,230.0,32,115,6.403,72.346,65.863,0.91,7,0.089,Yes,512.0,115.0,544.0,230.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
547,b,0009_top_20250709_t0,0009_top_20250709_t1,135.0,139.0,171.0,275.0,36.0,136.0,172.0,61.0,201.0,173.0,29,112,10.308,70.264,61.741,0.879,7,0.147,Yes,172.0,61.0,201.0,173.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
548,b,0009_top_20250709_t0,0009_top_20250709_t1,177.0,131.0,217.0,265.0,40.0,134.0,209.0,77.0,235.0,190.0,26,113,8.5,72.007,60.415,0.839,7,0.118,Yes,209.0,77.0,235.0,190.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
549,b,0009_top_20250709_t0,0009_top_20250709_t1,399.0,31.0,436.0,171.0,37.0,140.0,408.0,96.0,441.0,229.0,33,133,4.717,80.777,74.243,0.919,7,0.058,Yes,408.0,96.0,441.0,229.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
550,b,0009_top_20250709_t0,0009_top_20250709_t1,87.0,138.0,121.0,278.0,34.0,140.0,132.0,38.0,162.0,154.0,30,116,12.619,70.937,62.65,0.883,7,0.178,Yes,132.0,38.0,162.0,154.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
551,b,0009_top_20250709_t0,0009_top_20250709_t1,356.0,68.0,391.0,192.0,35.0,124.0,365.0,106.0,394.0,220.0,29,114,3.905,71.344,63.063,0.884,7,0.055,Yes,365.0,106.0,394.0,220.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
552,b,0009_top_20250709_t0,0009_top_20250709_t1,434.0,471.0,474.0,632.0,40.0,161.0,349.0,477.0,386.0,626.0,37,149,18.668,70.725,91.236,1.29,7,0.264,Yes,349.0,477.0,386.0,626.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
553,b,0009_top_20250709_t0,0009_top_20250709_t1,224.0,131.0,262.0,263.0,38.0,132.0,245.0,100.0,272.0,213.0,27,113,7.616,71.12,60.415,0.849,7,0.107,Yes,245.0,100.0,272.0,213.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
554,b,0009_top_20250709_t0,0009_top_20250709_t1,388.0,496.0,426.0,639.0,38.0,143.0,310.0,477.0,344.0,611.0,34,134,22.94,62.129,81.86,1.318,7,0.369,Yes,310.0,477.0,344.0,611.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
555,b,0009_top_20250709_t0,0009_top_20250709_t1,482.0,454.0,525.0,600.0,43.0,146.0,395.0,491.0,433.0,631.0,38,140,17.951,68.6,88.119,1.285,7,0.262,Yes,395.0,491.0,433.0,631.0,D:\projects\illegal_parking_project\data\images\0009_top_20250709_t1.jpg,True,True
559,c,0010_top_20250623_t0,0010_top_20250623_t1,39.0,10.0,133.0,105.0,94.0,95.0,0.0,1.0,53.0,92.0,53,91,20.67,129.958,80.808,0.622,6,0.159,Yes,0.0,1.0,53.0,92.0,D:\projects\illegal_parking_project\data\images\0010_top_20250623_t1.jpg,True,True
560,c,0010_top_20250623_t0,0010_top_20250623_t1,49.0,114.0,137.0,209.0,88.0,95.0,0.0,105.0,66.0,228.0,66,123,4.472,121.511,104.005,0.856,6,0.037,Yes,0.0,105.0,66.0,228.0,D:\projects\illegal_parking_project\data\images\0010_top_20250623_t1.jpg,True,True
561,c,0010_top_20250623_t0,0010_top_20250623_t1,55.0,216.0,145.0,318.0,90.0,102.0,0.0,196.0,83.0,329.0,83,133,7.382,123.065,122.919,0.999,6,0.06,Yes,0.0,196.0,83.0,329.0,D:\projects\illegal_parking_project\data\images\0010_top_20250623_t1.jpg,True,True
562,c,0010_top_20250623_t0,0010_top_20250623_t1,69.0,321.0,147.0,401.0,78.0,80.0,19.0,310.0,93.0,407.0,74,97,8.0,101.02,102.65,1.016,6,0.079,Yes,19.0,310.0,93.0,407.0,D:\projects\illegal_parking_project\data\images\0010_top_20250623_t1.jpg,True,True
563,c,0010_top_20250623_t0,0010_top_20250623_t1,87.0,451.0,128.0,638.0,41.0,187.0,55.0,443.0,100.0,624.0,45,181,6.801,116.765,122.102,1.046,6,0.058,Yes,55.0,443.0,100.0,624.0,D:\projects\illegal_parking_project\data\images\0010_top_20250623_t1.jpg,True,True
564,c,0010_top_20250623_t0,0010_top_20250623_t1,146.0,445.0,190.0,624.0,44.0,179.0,109.0,418.0,161.0,595.0,52,177,1.118,118.207,120.83,1.022,6,0.009,Yes,109.0,418.0,161.0,595.0,D:\projects\illegal_parking_project\data\images\0010_top_20250623_t1.jpg,True,True
567,b,0010_top_20250630_t0,0010_top_20250630_t1,253.0,26.0,316.0,73.0,63.0,47.0,223.0,33.0,287.0,83.0,64,50,3.808,93.941,97.944,1.043,8,0.041,Yes,223.0,33.0,287.0,83.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
568,b,0010_top_20250630_t0,0010_top_20250630_t1,408.0,14.0,470.0,63.0,62.0,49.0,379.0,19.0,441.0,73.0,62,54,2.915,96.607,93.536,0.968,8,0.03,Yes,379.0,19.0,441.0,73.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
569,b,0010_top_20250630_t0,0010_top_20250630_t1,407.0,120.0,470.0,171.0,63.0,51.0,377.0,125.0,441.0,177.0,64,52,2.121,98.843,94.826,0.959,8,0.021,Yes,377.0,125.0,441.0,177.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
570,b,0010_top_20250630_t0,0010_top_20250630_t1,243.0,385.0,310.0,432.0,67.0,47.0,217.0,391.0,282.0,441.0,65,50,11.011,96.005,98.387,1.025,8,0.115,Yes,217.0,391.0,282.0,441.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
571,b,0010_top_20250630_t0,0010_top_20250630_t1,244.0,442.0,308.0,486.0,64.0,44.0,216.0,448.0,280.0,492.0,64,44,12.855,91.181,94.937,1.041,8,0.141,Yes,216.0,448.0,280.0,492.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
572,b,0010_top_20250630_t0,0010_top_20250630_t1,247.0,320.0,312.0,376.0,65.0,56.0,221.0,333.0,284.0,381.0,63,48,10.512,97.046,95.708,0.986,8,0.108,Yes,221.0,333.0,284.0,381.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
573,b,0010_top_20250630_t0,0010_top_20250630_t1,238.0,562.0,317.0,608.0,79.0,46.0,213.0,563.0,289.0,609.0,76,46,12.176,108.157,109.385,1.011,8,0.113,Yes,213.0,563.0,289.0,609.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
574,b,0010_top_20250630_t0,0010_top_20250630_t1,243.0,498.0,305.0,541.0,62.0,43.0,217.0,502.0,278.0,549.0,61,47,14.142,87.664,91.679,1.046,8,0.161,Yes,217.0,502.0,278.0,549.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
575,b,0010_top_20250630_t0,0010_top_20250630_t1,0.0,279.0,142.0,640.0,142.0,361.0,0.0,313.0,103.0,640.0,103,327,39.0,319.201,304.067,0.953,8,0.122,Yes,0.0,313.0,103.0,640.0,D:\projects\illegal_parking_project\data\images\0010_top_20250630_t1.jpg,True,True
576,b,0010_top_20250707_t0,0010_top_20250707_t1,273.0,420.0,301.0,525.0,28.0,105.0,254.0,400.0,293.0,537.0,39,137,18.742,87.664,112.071,1.278,9,0.214,Yes,254.0,400.0,293.0,537.0,D:\projects\illegal_parking_project\data\images\0010_top_20250707_t1.png,True,True
579,b,0010_top_20250708_t0,0010_top_20250708_t1,354.0,173.0,410.0,383.0,56.0,210.0,317.0,176.0,363.0,335.0,46,159,30.336,126.115,179.003,1.419,10,0.241,Yes,317.0,176.0,363.0,335.0,D:\projects\illegal_parking_project\data\images\0010_top_20250708_t1.jpg,True,True
583,c,0011_top_20250623_t0,0011_top_20250623_t1,67.0,332.0,151.0,403.0,84.0,71.0,49.0,388.0,131.0,456.0,82,68,0.5,106.212,109.809,1.034,6,0.005,Yes,49.0,388.0,131.0,456.0,D:\projects\illegal_parking_project\data\images\0011_top_20250623_t1.jpg,True,True
584,c,0011_top_20250623_t0,0011_top_20250623_t1,55.0,555.0,152.0,630.0,97.0,75.0,38.0,600.0,129.0,639.0,91,39,13.124,131.552,113.23,0.861,6,0.1,Yes,38.0,600.0,129.0,639.0,D:\projects\illegal_parking_project\data\images\0011_top_20250623_t1.jpg,True,True
585,c,0011_top_20250623_t0,0011_top_20250623_t1,72.0,225.0,147.0,309.0,75.0,84.0,51.0,286.0,128.0,368.0,77,82,1.414,100.424,109.202,1.087,6,0.014,Yes,51.0,286.0,128.0,368.0,D:\projects\illegal_parking_project\data\images\0011_top_20250623_t1.jpg,True,True
586,c,0011_top_20250623_t0,0011_top_20250623_t1,51.0,449.0,161.0,521.0,110.0,72.0,34.0,496.0,140.0,569.0,106,73,2.55,136.499,139.463,1.022,6,0.019,Yes,34.0,496.0,140.0,569.0,D:\projects\illegal_parking_project\data\images\0011_top_20250623_t1.jpg,True,True
587,c,0011_top_20250623_t0,0011_top_20250623_t1,376.0,19.0,429.0,248.0,53.0,229.0,334.0,108.0,385.0,323.0,51,215,4.61,94.626,97.082,1.026,6,0.049,Yes,334.0,108.0,385.0,323.0,D:\projects\illegal_parking_project\data\images\0011_top_20250623_t1.jpg,True,True
588,c,0011_top_20250623_t0,0011_top_20250623_t1,363.0,340.0,415.0,538.0,52.0,198.0,321.0,407.0,374.0,591.0,53,184,3.0,93.744,93.744,1.0,6,0.032,Yes,321.0,407.0,374.0,591.0,D:\projects\illegal_parking_project\data\images\0011_top_20250623_t1.jpg,True,True
589,b,0011_top_20250626_t0,0011_top_20250626_t1,284.0,243.0,322.0,382.0,38.0,139.0,436.0,439.0,486.0,538.0,50,99,16.568,99.905,115.313,1.154,9,0.166,Yes,436.0,439.0,486.0,538.0,D:\projects\illegal_parking_project\data\images\0011_top_20250626_t1.jpg,True,True
597,b,0011_top_20250630_t0,0011_top_20250630_t1,382.0,419.0,447.0,471.0,65.0,52.0,374.0,361.0,436.0,410.0,62,49,2.55,90.338,92.59,1.025,8,0.028,Yes,374.0,361.0,436.0,410.0,D:\projects\illegal_parking_project\data\images\0011_top_20250630_t1.jpg,True,True
598,b,0011_top_20250630_t0,0011_top_20250630_t1,379.0,296.0,446.0,352.0,67.0,56.0,374.0,240.0,438.0,293.0,64,53,2.5,93.022,94.414,1.015,8,0.027,Yes,374.0,240.0,438.0,293.0,D:\projects\illegal_parking_project\data\images\0011_top_20250630_t1.jpg,True,True
599,b,0011_top_20250630_t0,0011_top_20250630_t1,211.0,327.0,279.0,376.0,68.0,49.0,210.0,259.0,277.0,304.0,67,45,1.5,91.788,91.706,0.999,8,0.016,Yes,210.0,259.0,277.0,304.0,D:\projects\illegal_parking_project\data\images\0011_top_20250630_t1.jpg,True,True
600,b,0011_top_20250630_t0,0011_top_20250630_t1,380.0,66.0,438.0,119.0,58.0,53.0,381.0,17.0,438.0,70.0,57,53,0.5,78.715,82.492,1.048,8,0.006,Yes,381.0,17.0,438.0,70.0,D:\projects\illegal_parking_project\data\images\0011_top_20250630_t1.jpg,True,True
603,d,0011_top_20250708_t0,0011_top_20250708_t1,141.0,306.0,181.0,415.0,40.0,109.0,55.0,344.0,98.0,452.0,43,108,1.803,73.817,75.802,1.027,9,0.024,Yes,55.0,344.0,98.0,452.0,D:\projects\illegal_parking_project\data\images\0011_top_20250708_t1.png,True,True
604,d,0011_top_20250708_t0,0011_top_20250708_t1,177.0,28.0,213.0,156.0,36.0,128.0,90.0,76.0,132.0,207.0,42,131,21.783,68.6,90.554,1.32,9,0.318,Yes,90.0,76.0,132.0,207.0,D:\projects\illegal_parking_project\data\images\0011_top_20250708_t1.png,True,True
605,d,0011_top_20250708_t0,0011_top_20250708_t1,523.0,299.0,567.0,432.0,44.0,133.0,443.0,297.0,487.0,429.0,44,132,24.187,86.833,93.231,1.074,9,0.279,Yes,443.0,297.0,487.0,429.0,D:\projects\illegal_parking_project\data\images\0011_top_20250708_t1.png,True,True
606,d,0011_top_20250708_t0,0011_top_20250708_t1,71.0,284.0,112.0,423.0,41.0,139.0,0.0,331.0,26.0,468.0,26,137,10.308,89.889,81.933,0.911,9,0.115,Yes,0.0,331.0,26.0,468.0,D:\projects\illegal_parking_project\data\images\0011_top_20250708_t1.png,True,True
607,c,0011_top_20250711_t0,0011_top_20250711_t1,380.0,147.0,426.0,287.0,46.0,140.0,380.0,147.0,426.0,287.0,46,140,7.81,101.828,107.075,1.052,8,0.077,Yes,380.0,147.0,426.0,287.0,D:\projects\illegal_parking_project\data\images\0011_top_20250711_t1.jpg,True,True
608,c,0011_top_20250711_t0,0011_top_20250711_t1,486.0,205.0,531.0,332.0,45.0,127.0,486.0,205.0,531.0,332.0,45,127,2.236,96.83,94.34,0.974,8,0.023,Yes,486.0,205.0,531.0,332.0,D:\projects\illegal_parking_project\data\images\0011_top_20250711_t1.jpg,True,True
609,c,0011_top_20250711_t0,0011_top_20250711_t1,90.0,279.0,145.0,470.0,55.0,191.0,90.0,279.0,145.0,470.0,55,191,6.185,116.103,125.176,1.078,8,0.053,Yes,90.0,279.0,145.0,470.0,D:\projects\illegal_parking_project\data\images\0011_top_20250711_t1.jpg,True,True
610,c,0011_top_20250711_t0,0011_top_20250711_t1,330.0,142.0,375.0,272.0,45.0,130.0,330.0,142.0,375.0,272.0,45,130,7.382,94.493,103.407,1.094,8,0.078,Yes,330.0,142.0,375.0,272.0,D:\projects\illegal_parking_project\data\images\0011_top_20250711_t1.jpg,True,True
611,c,0011_top_20250711_t0,0011_top_20250711_t1,1.0,348.0,51.0,514.0,50.0,166.0,1.0,348.0,51.0,514.0,50,166,9.862,99.035,105.759,1.068,8,0.1,Yes,1.0,348.0,51.0,514.0,D:\projects\illegal_parking_project\data\images\0011_top_20250711_t1.jpg,True,True
612,c,0011_top_20250711_t0,0011_top_20250711_t1,43.0,294.0,92.0,424.0,49.0,130.0,43.0,294.0,92.0,424.0,49,130,10.062,87.0,95.016,1.092,8,0.116,Yes,43.0,294.0,92.0,424.0,D:\projects\illegal_parking_project\data\images\0011_top_20250711_t1.jpg,True,True
613,b,0012_top_20250630_t0,0012_top_20250630_t1,227.0,336.0,295.0,383.0,68.0,47.0,205.0,310.0,277.0,359.0,72,49,6.519,95.273,99.925,1.049,8,0.068,Yes,205.0,310.0,277.0,359.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
614,b,0012_top_20250630_t0,0012_top_20250630_t1,221.0,268.0,288.0,310.0,67.0,42.0,200.0,238.0,271.0,280.0,71,42,4.123,93.92,96.462,1.027,8,0.044,Yes,200.0,238.0,271.0,280.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
615,b,0012_top_20250630_t0,0012_top_20250630_t1,223.0,71.0,289.0,120.0,66.0,49.0,210.0,35.0,277.0,81.0,67,46,6.946,98.899,93.048,0.941,8,0.07,Yes,210.0,35.0,277.0,81.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
616,b,0012_top_20250630_t0,0012_top_20250630_t1,221.0,134.0,287.0,185.0,66.0,51.0,205.0,93.0,274.0,146.0,69,53,3.64,97.576,96.933,0.993,8,0.037,Yes,205.0,93.0,274.0,146.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
617,b,0012_top_20250630_t0,0012_top_20250630_t1,226.0,196.0,293.0,246.0,67.0,50.0,207.0,162.0,278.0,212.0,71,50,3.808,96.773,98.433,1.017,8,0.039,Yes,207.0,162.0,278.0,212.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
618,b,0012_top_20250630_t0,0012_top_20250630_t1,388.0,334.0,464.0,388.0,76.0,54.0,376.0,320.0,458.0,382.0,82,62,3.606,95.462,96.151,1.007,8,0.038,Yes,376.0,320.0,458.0,382.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
619,b,0012_top_20250630_t0,0012_top_20250630_t1,0.0,0.0,89.0,174.0,89.0,174.0,0.0,0.0,71.0,107.0,71,107,25.87,213.565,150.602,0.705,8,0.121,Yes,0.0,0.0,71.0,107.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
620,b,0012_top_20250630_t0,0012_top_20250630_t1,389.0,471.0,427.0,523.0,38.0,52.0,375.0,474.0,413.0,522.0,38,48,8.016,56.4,52.631,0.933,8,0.142,Yes,375.0,474.0,413.0,522.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
621,b,0012_top_20250630_t0,0012_top_20250630_t1,401.0,608.0,463.0,640.0,62.0,32.0,385.0,616.0,449.0,640.0,64,24,12.349,73.682,69.289,0.94,8,0.168,Yes,385.0,616.0,449.0,640.0,D:\projects\illegal_parking_project\data\images\0012_top_20250630_t1.jpg,True,True
623,d,0012_top_20250703_t0,0012_top_20250703_t1,355.0,475.0,415.0,531.0,60.0,56.0,298.0,408.0,353.0,459.0,55,51,3.202,71.868,76.942,1.071,7,0.045,Yes,298.0,408.0,353.0,459.0,D:\projects\illegal_parking_project\data\images\0012_top_20250703_t1.png,True,True
624,d,0012_top_20250703_t0,0012_top_20250703_t1,233.0,267.0,266.0,375.0,33.0,108.0,192.0,248.0,223.0,337.0,31,89,6.519,79.076,79.404,1.004,7,0.082,Yes,192.0,248.0,223.0,337.0,D:\projects\illegal_parking_project\data\images\0012_top_20250703_t1.png,True,True
625,d,0012_top_20250703_t0,0012_top_20250703_t1,492.0,409.0,565.0,469.0,73.0,60.0,411.0,338.0,475.0,396.0,64,58,2.0,84.22,87.71,1.041,7,0.024,Yes,411.0,338.0,475.0,396.0,D:\projects\illegal_parking_project\data\images\0012_top_20250703_t1.png,True,True
626,d,0012_top_20250703_t0,0012_top_20250703_t1,347.0,601.0,413.0,639.0,66.0,38.0,293.0,508.0,358.0,562.0,65,54,7.28,70.774,85.866,1.213,7,0.103,Yes,293.0,508.0,358.0,562.0,D:\projects\illegal_parking_project\data\images\0012_top_20250703_t1.png,True,True
627,d,0012_top_20250703_t0,0012_top_20250703_t1,485.0,285.0,568.0,334.0,83.0,49.0,405.0,235.0,470.0,289.0,65,54,2.062,93.52,89.894,0.961,7,0.022,Yes,405.0,235.0,470.0,289.0,D:\projects\illegal_parking_project\data\images\0012_top_20250703_t1.png,True,True
629,d,0012_top_20250704_t0,0012_top_20250704_t1,195.0,265.0,253.0,313.0,58.0,48.0,230.0,4.0,311.0,75.0,81,71,5.831,82.735,96.566,1.167,6,0.07,Yes,230.0,4.0,311.0,75.0,D:\projects\illegal_parking_project\data\images\0012_top_20250704_t1.jpg,True,True
630,c,0012_top_20250708_t0,0012_top_20250708_t1,383.0,437.0,420.0,558.0,37.0,121.0,348.0,386.0,387.0,519.0,39,133,23.195,105.688,125.801,1.19,7,0.219,Yes,348.0,386.0,387.0,519.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
631,c,0012_top_20250708_t0,0012_top_20250708_t1,346.0,431.0,382.0,555.0,36.0,124.0,309.0,385.0,349.0,520.0,40,135,14.08,110.136,122.642,1.114,7,0.128,Yes,309.0,385.0,349.0,520.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
632,c,0012_top_20250708_t0,0012_top_20250708_t1,351.0,192.0,377.0,278.0,26.0,86.0,305.0,147.0,332.0,233.0,27,86,4.243,77.104,75.452,0.979,7,0.055,Yes,305.0,147.0,332.0,233.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
633,c,0012_top_20250708_t0,0012_top_20250708_t1,307.0,425.0,342.0,546.0,35.0,121.0,270.0,385.0,306.0,512.0,36,127,12.104,110.136,108.167,0.982,7,0.11,Yes,270.0,385.0,306.0,512.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
634,c,0012_top_20250708_t0,0012_top_20250708_t1,232.0,412.0,270.0,544.0,38.0,132.0,190.0,382.0,231.0,521.0,41,139,23.717,125.642,108.757,0.866,7,0.189,Yes,190.0,382.0,231.0,521.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
635,c,0012_top_20250708_t0,0012_top_20250708_t1,321.0,184.0,347.0,269.0,26.0,85.0,275.0,141.0,301.0,226.0,26,85,3.808,77.666,70.725,0.911,7,0.049,Yes,275.0,141.0,301.0,226.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
636,c,0012_top_20250708_t0,0012_top_20250708_t1,254.0,153.0,284.0,266.0,30.0,113.0,204.0,119.0,235.0,235.0,31,116,15.042,102.626,85.586,0.834,7,0.147,Yes,204.0,119.0,235.0,235.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
637,c,0012_top_20250708_t0,0012_top_20250708_t1,270.0,416.0,307.0,553.0,37.0,137.0,230.0,381.0,269.0,522.0,39,141,16.125,124.868,113.208,0.907,7,0.129,Yes,230.0,381.0,269.0,522.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
638,c,0012_top_20250708_t0,0012_top_20250708_t1,184.0,145.0,215.0,259.0,31.0,114.0,56.0,121.0,98.0,243.0,42,122,28.504,109.554,83.355,0.761,7,0.26,Yes,56.0,121.0,98.0,243.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
639,c,0012_top_20250708_t0,0012_top_20250708_t1,287.0,170.0,316.0,277.0,29.0,107.0,240.0,129.0,269.0,239.0,29,110,8.016,96.255,83.355,0.866,7,0.083,Yes,240.0,129.0,269.0,239.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
640,c,0012_top_20250708_t0,0012_top_20250708_t1,215.0,141.0,249.0,262.0,34.0,121.0,130.0,121.0,165.0,241.0,35,120,17.678,114.547,84.599,0.739,7,0.154,Yes,130.0,121.0,165.0,241.0,D:\projects\illegal_parking_project\data\images\0012_top_20250708_t1.png,True,True
654,b,0012_top_20250709_t0,0012_top_20250709_t1,417.0,410.0,523.0,495.0,106.0,85.0,457.0,467.0,639.0,605.0,182,138,5.852,112.361,121.235,1.079,6,0.052,Yes,457.0,467.0,639.0,605.0,D:\projects\illegal_parking_project\data\images\0012_top_20250709_t1.jpg,True,True
655,b,0012_top_20250709_t0,0012_top_20250709_t1,418.0,237.0,522.0,329.0,104.0,92.0,426.0,256.0,564.0,360.0,138,104,21.506,122.413,127.581,1.042,6,0.176,Yes,426.0,256.0,564.0,360.0,D:\projects\illegal_parking_project\data\images\0012_top_20250709_t1.jpg,True,True
656,b,0012_top_20250709_t0,0012_top_20250709_t1,416.0,141.0,521.0,231.0,105.0,90.0,410.0,170.0,543.0,267.0,133,97,28.853,129.035,143.22,1.11,6,0.224,Yes,410.0,170.0,543.0,267.0,D:\projects\illegal_parking_project\data\images\0012_top_20250709_t1.jpg,True,True
657,b,0012_top_20250709_t0,0012_top_20250709_t1,154.0,380.0,213.0,553.0,59.0,173.0,0.0,534.0,108.0,640.0,108,106,21.645,117.004,77.897,0.666,6,0.185,Yes,0.0,534.0,108.0,640.0,D:\projects\illegal_parking_project\data\images\0012_top_20250709_t1.jpg,True,True
664,b,0013_top_20250630_t0,0013_top_20250630_t1,202.0,531.0,258.0,593.0,56.0,62.0,201.0,73.0,271.0,139.0,70,66,28.935,69.656,120.934,1.736,8,0.415,No,201.0,73.0,271.0,139.0,D:\projects\illegal_parking_project\data\images\0013_top_20250630_t1.jpg,False,False
676,d,0013_top_20250704_t0,0013_top_20250704_t1,496.0,1.0,560.0,52.0,64.0,51.0,507.0,216.0,580.0,266.0,73,50,6.576,75.664,80.957,1.07,11,0.087,Yes,507.0,216.0,580.0,266.0,D:\projects\illegal_parking_project\data\images\0013_top_20250704_t1.jpg,True,True
677,d,0013_top_20250704_t0,0013_top_20250704_t1,502.0,128.0,561.0,178.0,59.0,50.0,513.0,356.0,589.0,421.0,76,65,7.159,68.476,82.765,1.209,11,0.105,Yes,513.0,356.0,589.0,421.0,D:\projects\illegal_parking_project\data\images\0013_top_20250704_t1.jpg,True,True
678,d,0013_top_20250704_t0,0013_top_20250704_t1,357.0,330.0,434.0,394.0,77.0,64.0,368.0,588.0,440.0,639.0,72,51,1.118,77.369,66.31,0.857,11,0.014,Yes,368.0,588.0,440.0,639.0,D:\projects\illegal_parking_project\data\images\0013_top_20250704_t1.jpg,True,True
679,d,0013_top_20250704_t0,0013_top_20250704_t1,209.0,136.0,254.0,273.0,45.0,137.0,211.0,363.0,255.0,519.0,44,156,5.148,84.22,87.321,1.037,11,0.061,Yes,211.0,363.0,255.0,519.0,D:\projects\illegal_parking_project\data\images\0013_top_20250704_t1.jpg,True,True
680,d,0013_top_20250708_t0,0013_top_20250708_t1,132.0,284.0,171.0,406.0,39.0,122.0,570.0,415.0,610.0,543.0,40,128,4.61,89.045,89.588,1.006,13,0.052,Yes,570.0,415.0,610.0,543.0,D:\projects\illegal_parking_project\data\images\0013_top_20250708_t1.png,True,True
681,d,0013_top_20250708_t0,0013_top_20250708_t1,582.0,289.0,619.0,406.0,37.0,117.0,111.0,488.0,150.0,613.0,39,125,0.707,81.884,82.492,1.007,13,0.009,Yes,111.0,488.0,150.0,613.0,D:\projects\illegal_parking_project\data\images\0013_top_20250708_t1.png,True,True
